,ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Demo User,Free Trial User,Free Trial Start Date,Free Trial Expiration,Auto Renew,Country,User Type,Lead Platform,Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count,InvoiceDate,Cluster
5490,21808,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2020-03-27,2021-03-27,No,Yes,3/27/2020,3/30/2020,On,US/Canada,Consumer,Web,Yes,Yes,6.0,1.0,1.0,1.0,1.0,2020-03-27,0
5493,21852,FRA,Limited,INITIAL_PURCHASE,Web,34.05,USD,2020-03-29,2020-07-01,No,Yes,3/29/2020,4/1/2020,Off,Europe,Consumer,Web,Yes,Yes,16.0,16.0,13.0,5.0,2.0,2020-03-29,0
5496,21854,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-08-03,2019-11-03,No,Yes,4/13/2020,4/20/2020,Off,US/Canada,Consumer,Web,Yes,Yes,39.0,0.0,0.0,0.0,0.0,2019-08-03,1
5499,21866,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-31,2020-07-11,No,Yes,3/31/2020,4/7/2020,On,US/Canada,Consumer,Web,Yes,Yes,1.0,0.0,0.0,0.0,0.0,2020-03-31,0
5502,21872,CHI,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-29,2020-07-01,No,Yes,3/29/2020,4/1/2020,On,Other,Consumer,Web,No,Yes,1.0,0.0,0.0,0.0,0.0,2020-03-29,0
5505,21877,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2020-03-28,2021-03-28,No,Yes,3/22/2020,3/25/2020,On,US/Canada,Consumer,Web,Yes,Yes,11.0,4.0,2.0,3.0,1.0,2020-03-28,0
5508,21883,HEB,Limited,INITIAL_PURCHASE,Web,128.52,USD,2019-11-26,2020-06-15,No,Yes,12/9/2019,12/12/2019,On,US/Canada,Consumer,Web,Yes,Yes,2.0,0.0,0.0,0.0,0.0,2019-11-26,1
5511,21888,ITA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-05-28,2019-08-31,No,Yes,5/28/2019,5/31/2019,On,US/Canada,Consumer,Web,Yes,Yes,18.0,0.0,0.0,0.0,0.0,2019-05-28,1
5514,21891,LAT,Limited,INITIAL_PURCHASE,Web,119.88,USD,2020-02-16,2021-02-16,No,Yes,3/22/2020,3/25/2020,Off,Other,Consumer,Web,No,Yes,4.0,4.0,3.0,1.0,1.0,2020-02-16,0
5517,21962,ESP,Limited,RENEWAL,Web,79.0,USD,2019-06-13,2019-12-16,No,Yes,6/13/2019,6/16/2019,Off,US/Canada,Consumer,Web,No,Yes,2.0,1.0,1.0,1.0,1.0,2019-06-13,1
5520,21999,ESP,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-06-17,2019-09-21,No,Yes,6/17/2019,6/20/2019,Off,US/Canada,Consumer,Web,No,Yes,52.0,7.0,1.0,7.0,1.0,2019-06-17,1
5523,22004,GRK,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-08-19,2019-11-25,No,Yes,8/19/2019,8/22/2019,Off,US/Canada,Consumer,Web,Yes,Yes,11.0,0.0,0.0,0.0,0.0,2019-08-19,1
5526,22005,ESP,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-06-29,2019-10-02,No,Yes,6/29/2019,7/2/2019,Off,US/Canada,Consumer,Web,Yes,Yes,41.0,0.0,0.0,0.0,0.0,2019-06-29,1
5529,22057,ESP,Limited,INITIAL_PURCHASE,Web,132.5,USD,2019-11-10,2019-12-21,No,Yes,11/10/2019,11/13/2019,Off,US/Canada,Consumer,Web,Yes,Yes,2.0,0.0,0.0,0.0,0.0,2019-11-10,1
5532,22068,CHI,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-25,2020-06-30,No,Yes,3/25/2020,3/28/2020,On,US/Canada,Consumer,Web,Yes,Yes,60.0,58.0,56.0,3.0,1.0,2020-03-25,0
5535,22075,ESP,Limited,RENEWAL,Web,79.0,USD,2019-08-01,2020-05-07,No,Yes,8/1/2019,8/4/2019,On,US/Canada,Consumer,Web,Yes,Yes,3.0,1.0,0.0,1.0,0.0,2019-08-01,1
5538,22081,CHI,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-08-12,2019-11-12,No,Yes,8/7/2019,8/10/2019,On,US/Canada,Consumer,Web,Yes,Yes,72.0,4.0,1.0,2.0,1.0,2019-08-12,1
5541,22083,DEU,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-07-31,2019-11-03,No,Yes,7/31/2019,8/3/2019,On,US/Canada,Consumer,Web,Yes,Yes,126.0,1.0,0.0,1.0,0.0,2019-07-31,1
5544,22099,ALL,Lifetime,INITIAL_PURCHASE,Web,210.94,USD,2020-03-10,2099-01-01,No,Yes,2/25/2020,2/28/2020,Off,US/Canada,Consumer,Web,Yes,Yes,25.0,6.0,2.0,6.0,2.0,2020-03-10,0
5547,22100,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-29,2099-01-01,No,Yes,3/29/2020,4/1/2020,Off,US/Canada,Consumer,Web,Yes,Yes,44.0,41.0,0.0,3.0,0.0,2020-03-29,0
5550,22102,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-25,2099-01-01,No,Yes,2/21/2020,2/24/2020,Off,US/Canada,Consumer,Web,Yes,Yes,35.0,12.0,3.0,11.0,2.0,2020-03-25,0
5553,22105,ESP,Limited,RENEWAL,Web,79.0,USD,2019-06-04,2020-03-07,No,Yes,6/4/2019,6/7/2019,Off,Other,Consumer,Web,No,Yes,37.0,32.0,9.0,25.0,2.0,2019-06-04,1
5556,22142,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-08,2099-01-01,No,Yes,10/4/2019,10/7/2019,Off,US/Canada,Consumer,App,Yes,Yes,6.0,0.0,0.0,0.0,0.0,2020-03-08,0
5559,22209,FRA,Limited,RENEWAL,Web,35.97,USD,2019-06-02,2020-06-05,No,Yes,6/2/2019,6/5/2019,On,US/Canada,Consumer,Web,Yes,Yes,11.0,10.0,0.0,2.0,0.0,2019-06-02,1
5562,22218,ALL,Limited,INITIAL_PURCHASE,Web,192.39,USD,2020-03-27,2021-03-27,No,Yes,3/27/2020,3/30/2020,On,Europe,Consumer,Web,Yes,Yes,6.0,4.0,1.0,3.0,1.0,2020-03-27,0
5565,22223,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-16,2020-05-27,No,Yes,2/16/2020,2/19/2020,On,US/Canada,Consumer,Web,Yes,Yes,28.0,20.0,7.0,8.0,3.0,2020-02-16,1
5568,22266,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-21,2099-01-01,No,Yes,3/23/2020,3/26/2020,Off,US/Canada,Consumer,Web,Yes,Yes,7.0,1.0,0.0,1.0,0.0,2020-03-21,0
5571,22272,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-11-14,2020-02-24,No,Yes,11/14/2018,11/17/2018,On,US/Canada,Consumer,Web,Yes,Yes,66.0,5.0,0.0,3.0,0.0,2018-11-14,1
5574,22280,ESP,Limited,INITIAL_PURCHASE,Web,42.46,USD,2019-08-23,2019-11-26,No,Yes,8/23/2019,8/26/2019,On,US/Canada,Consumer,Web,Yes,Yes,58.0,1.0,0.0,1.0,0.0,2019-08-23,1
5577,22306,POR,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-12-02,2020-03-05,No,Yes,12/2/2019,12/5/2019,Off,US/Canada,Consumer,Web,Yes,Yes,31.0,1.0,0.0,1.0,0.0,2019-12-02,1
5580,22342,ESP,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-08-05,2019-11-08,No,Yes,8/5/2019,8/8/2019,Off,US/Canada,Consumer,Web,Yes,Yes,93.0,7.0,0.0,6.0,0.0,2019-08-05,1
5583,22344,EBR,Limited,INITIAL_PURCHASE,Web,75.38,USD,2019-12-26,2020-07-19,No,Yes,12/26/2019,12/29/2019,On,Europe,Consumer,Web,Yes,Yes,50.0,49.0,5.0,20.0,3.0,2019-12-26,1
5586,22349,ARA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-09-28,2019-12-28,No,Yes,10/1/2019,10/4/2019,Off,US/Canada,Consumer,Web,No,Yes,93.0,7.0,2.0,6.0,2.0,2019-09-28,1
5589,22351,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-05,2020-07-16,No,Yes,4/13/2020,4/16/2020,On,US/Canada,Consumer,Web,Yes,Yes,7.0,0.0,0.0,0.0,0.0,2020-03-05,0
5592,22368,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-01-16,2020-04-30,No,Yes,1/16/2020,1/19/2020,On,US/Canada,Consumer,Web,Yes,Yes,27.0,8.0,0.0,4.0,0.0,2020-01-16,1
5595,22375,ESC,Limited,INITIAL_PURCHASE,Web,40.31,USD,2019-10-23,2020-03-03,No,Yes,10/23/2019,10/26/2019,Off,Europe,Consumer,Web,No,Yes,4.0,4.0,0.0,2.0,0.0,2019-10-23,1
5598,22391,JPN,Limited,INITIAL_PURCHASE,Web,68.11,USD,2019-10-29,2020-07-06,No,Yes,4/3/2020,4/6/2020,On,Europe,Consumer,Web,Yes,Yes,18.0,0.0,0.0,0.0,0.0,2019-10-29,1
5601,22401,JPN,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-09-20,2019-12-23,No,Yes,9/20/2019,9/23/2019,Off,US/Canada,Consumer,Web,No,Yes,83.0,6.0,2.0,4.0,1.0,2019-09-20,1
5604,22415,ENG,Limited,INITIAL_PURCHASE,Web,53.84,USD,2020-03-08,2020-09-11,No,Yes,3/8/2020,3/11/2020,On,Europe,Consumer,Web,No,Yes,6.0,6.0,2.0,3.0,1.0,2020-03-08,0
5607,22420,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-13,2099-01-01,No,Yes,3/5/2020,3/8/2020,Off,US/Canada,Consumer,Web,Yes,Yes,113.0,43.0,1.0,15.0,1.0,2020-03-13,0
5610,22446,ALL,Lifetime,INITIAL_PURCHASE,Web,210.94,USD,2020-03-26,2099-01-01,No,Yes,3/23/2020,3/26/2020,Off,US/Canada,Consumer,Web,Yes,Yes,7.0,0.0,0.0,0.0,0.0,2020-03-26,0
5613,22467,HEB,Limited,INITIAL_PURCHASE,Web,41.34,USD,2019-07-31,2019-11-03,No,Yes,7/31/2019,8/3/2019,Off,US/Canada,Consumer,Web,No,Yes,51.0,9.0,3.0,5.0,1.0,2019-07-31,1
5616,22474,ENG,Limited,RENEWAL,Web,35.97,USD,2019-08-17,2020-05-20,No,Yes,8/17/2019,8/20/2019,On,Other,Consumer,Web,Yes,Yes,2.0,2.0,0.0,2.0,0.0,2019-08-17,1
5619,22510,ALL,Lifetime,INITIAL_PURCHASE,Web,261.45,USD,2020-03-14,2099-01-01,No,Yes,2/20/2020,2/23/2020,Off,US/Canada,Consumer,Web,Yes,Yes,9.0,5.0,0.0,3.0,0.0,2020-03-14,0
5622,22513,POR,Limited,RENEWAL,Web,79.0,USD,2019-06-25,2019-12-28,No,Yes,6/25/2019,6/28/2019,Off,US/Canada,Consumer,Web,Yes,Yes,164.0,36.0,3.0,29.0,3.0,2019-06-25,1
5625,22534,ESP,Limited,INITIAL_PURCHASE,Web,38.49,USD,2020-03-29,2020-07-01,No,Yes,3/29/2020,4/1/2020,On,US/Canada,Consumer,Web,Yes,Yes,2.0,2.0,0.0,1.0,0.0,2020-03-29,0
5628,22535,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-21,2099-01-01,No,Yes,3/18/2020,3/21/2020,Off,US/Canada,Consumer,Web,No,Yes,1.0,0.0,0.0,0.0,0.0,2020-03-21,0
5631,22544,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-30,2099-01-01,No,Yes,2/17/2020,2/20/2020,Off,US/Canada,Consumer,Web,Yes,Yes,85.0,27.0,19.0,11.0,6.0,2020-03-30,0
5634,22553,ESP,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-06-25,2019-09-25,No,Yes,6/22/2019,6/25/2019,On,US/Canada,Consumer,Web,Yes,Yes,57.0,0.0,0.0,0.0,0.0,2019-06-25,1
5637,22602,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-01-03,2020-07-20,No,Yes,1/3/2020,1/6/2020,On,US/Canada,Consumer,Web,No,Yes,15.0,0.0,0.0,0.0,0.0,2020-01-03,1
5640,22664,FRA,Limited,RENEWAL,Web,79.0,USD,2019-08-06,2020-05-09,No,Yes,8/6/2019,8/9/2019,On,US/Canada,Consumer,Web,Yes,Yes,3.0,0.0,0.0,0.0,0.0,2019-08-06,1
5643,22679,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-23,2099-01-01,No,Yes,12/13/2014,12/16/2014,Off,US/Canada,Consumer,Web,Yes,Yes,300.0,240.0,28.0,120.0,7.0,2020-03-23,0
5646,22695,ESP,Limited,INITIAL_PURCHASE,Web,38.49,USD,2020-01-28,2020-05-24,No,Yes,1/28/2020,1/31/2020,On,US/Canada,Consumer,App,Yes,Yes,48.0,13.0,4.0,8.0,1.0,2020-01-28,1
5649,22711,DEU,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-01-20,2019-04-26,No,Yes,12/17/2019,12/20/2019,Off,US/Canada,Consumer,Web,Yes,Yes,184.0,8.0,2.0,6.0,2.0,2019-01-20,1
5652,22729,ENG,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-08-22,2019-11-25,No,Yes,8/22/2019,8/25/2019,Off,Europe,Consumer,Web,Yes,Yes,17.0,0.0,0.0,0.0,0.0,2019-08-22,1
5655,22738,ENG,Limited,INITIAL_PURCHASE,Web,64.61,USD,2019-09-17,2020-08-29,No,Yes,9/17/2019,9/20/2019,On,Europe,Consumer,Web,No,Yes,1.0,0.0,0.0,0.0,0.0,2019-09-17,1
5658,22760,ESP,Limited,RENEWAL,Web,35.97,USD,2019-05-22,2020-05-25,No,Yes,5/22/2019,5/25/2019,On,US/Canada,Consumer,Web,Yes,Yes,4.0,0.0,0.0,0.0,0.0,2019-05-22,1
5661,22841,ESP,Limited,RENEWAL,Web,35.97,USD,2019-07-13,2020-07-16,No,Yes,7/13/2019,7/16/2019,On,US/Canada,Consumer,Web,Yes,Yes,3.0,3.0,0.0,3.0,0.0,2019-07-13,1
5664,22860,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-22,2020-06-25,No,Yes,3/22/2020,3/25/2020,On,US/Canada,Consumer,Web,Yes,Yes,10.0,3.0,0.0,1.0,0.0,2020-03-22,0
5667,22867,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-02,2099-01-01,No,Yes,1/14/2020,1/17/2020,Off,US/Canada,Consumer,Web,Yes,Yes,96.0,12.0,6.0,8.0,4.0,2020-03-02,0
5670,22878,ESC,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-08-13,2020-02-16,No,Yes,8/13/2019,8/16/2019,Off,US/Canada,Consumer,Web,Yes,Yes,48.0,3.0,2.0,2.0,1.0,2019-08-13,1
5673,22887,EBR,Limited,INITIAL_PURCHASE,Web,10.55,USD,2018-10-23,2020-10-23,No,Yes,10/6/2018,10/9/2018,Off,Europe,Consumer,App,Yes,Yes,34.0,0.0,0.0,0.0,0.0,2018-10-23,1
5676,22888,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2020-03-25,2021-03-25,No,Yes,3/17/2020,3/20/2020,On,US/Canada,Consumer,Web,Yes,Yes,17.0,8.0,7.0,3.0,2.0,2020-03-25,0
5679,22903,ARA,Limited,INITIAL_PURCHASE,Web,41.5,USD,2020-03-31,2020-07-09,No,Yes,3/31/2020,4/3/2020,On,Europe,Consumer,Web,Yes,Yes,4.0,2.0,2.0,1.0,1.0,2020-03-31,0
5682,22912,DEU,Limited,INITIAL_PURCHASE,Web,189.0,USD,2019-10-08,2019-12-01,No,Yes,10/8/2019,10/11/2019,Off,US/Canada,Consumer,Web,Yes,Yes,1.0,0.0,0.0,0.0,0.0,2019-10-08,1
5685,22935,ESC,Limited,INITIAL_PURCHASE,Web,61.85,USD,2020-03-31,2020-10-03,No,Yes,3/31/2020,4/3/2020,On,Europe,Consumer,Web,Yes,Yes,7.0,7.0,1.0,3.0,1.0,2020-03-31,0
5688,22945,NED,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-03-22,2020-03-22,No,Yes,11/23/2019,11/26/2019,On,Europe,Consumer,Web,Yes,Yes,1.0,0.0,0.0,0.0,0.0,2019-03-22,1
5691,22972,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-06-07,2019-09-10,No,Yes,6/7/2019,6/10/2019,Off,US/Canada,Consumer,Web,No,Yes,170.0,12.0,0.0,10.0,0.0,2019-06-07,1
5694,22978,ESP,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-12-02,2020-03-05,No,Yes,12/2/2019,12/5/2019,Off,US/Canada,Consumer,Web,Yes,Yes,9.0,0.0,0.0,0.0,0.0,2019-12-02,1
5697,23016,KOR,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-10-16,2020-01-27,No,Yes,10/16/2019,10/19/2019,Off,US/Canada,Consumer,Web,Yes,Yes,89.0,1.0,0.0,1.0,0.0,2019-10-16,1
5700,23057,ITA,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-10-14,2020-05-09,No,Yes,10/14/2019,10/17/2019,Off,US/Canada,Consumer,Web,Yes,Yes,45.0,20.0,4.0,12.0,3.0,2019-10-14,1
5703,23067,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-25,2099-01-01,No,Yes,3/21/2020,3/24/2020,Off,US/Canada,Consumer,Web,Yes,Yes,8.0,0.0,0.0,0.0,0.0,2020-03-25,0
5706,23087,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2020-03-21,2021-03-21,No,Yes,3/21/2020,3/24/2020,On,US/Canada,Consumer,Web,Yes,Yes,29.0,3.0,0.0,2.0,0.0,2020-03-21,0
5709,23103,DEU,Limited,INITIAL_PURCHASE,Web,38.22,USD,2020-03-02,2020-06-20,No,Yes,3/2/2020,3/5/2020,On,US/Canada,Consumer,Web,Yes,Yes,42.0,17.0,0.0,5.0,0.0,2020-03-02,0
5712,23123,DEU,Limited,RENEWAL,Web,35.97,USD,2019-08-19,2020-05-22,No,Yes,8/19/2019,8/22/2019,On,US/Canada,Consumer,Web,Yes,Yes,3.0,0.0,0.0,0.0,0.0,2019-08-19,1
5715,23145,ESP,Limited,RENEWAL,Web,35.97,USD,2019-06-23,2020-06-26,No,Yes,6/23/2019,6/26/2019,On,US/Canada,Consumer,Web,Yes,Yes,7.0,5.0,0.0,1.0,0.0,2019-06-23,1
5718,23190,ESP,Limited,RENEWAL,Web,79.0,USD,2019-06-30,2020-01-05,No,Yes,6/30/2019,7/3/2019,Off,US/Canada,Consumer,Web,Yes,Yes,81.0,0.0,0.0,0.0,0.0,2019-06-30,1
5721,23199,ESP,Limited,RENEWAL,Web,35.97,USD,2019-08-27,2020-05-29,No,Yes,8/27/2019,8/30/2019,On,US/Canada,Consumer,Web,Yes,Yes,5.0,3.0,0.0,1.0,0.0,2019-08-27,1
5724,23216,ALL,Limited,INITIAL_PURCHASE,Web,192.39,USD,2020-03-13,2021-03-13,No,Yes,11/21/2019,11/24/2019,On,Europe,Consumer,Web,Yes,Yes,72.0,29.0,17.0,6.0,2.0,2020-03-13,0
5727,23229,POR,Limited,INITIAL_PURCHASE,Web,38.34,USD,2020-03-31,2020-07-21,No,Yes,3/31/2020,4/3/2020,On,US/Canada,Consumer,Web,Yes,Yes,1.0,0.0,0.0,0.0,0.0,2020-03-31,0
5730,6184,EBR,Limited,INITIAL_PURCHASE,Web,29.64,USD,2020-01-21,2020-04-24,Yes,Yes,1/21/2020,1/24/2020,Off,US/Canada,Consumer,Web,Yes,Yes,30.0,29.0,27.0,2.0,1.0,2020-01-21,2
5733,23278,CHI,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-08-20,2019-11-23,No,Yes,8/20/2019,8/23/2019,Off,Other,Consumer,Web,No,Yes,162.0,105.0,5.0,86.0,1.0,2019-08-20,1
5736,23279,ENG,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-01-06,2020-01-06,No,Yes,3/26/2020,3/29/2020,Off,Europe,Consumer,Web,Yes,Yes,4.0,4.0,4.0,1.0,1.0,2019-01-06,1
5739,23293,DEU,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-06-25,2019-09-28,No,Yes,6/25/2019,6/28/2019,Off,US/Canada,Consumer,Web,No,Yes,144.0,10.0,0.0,5.0,0.0,2019-06-25,1
5742,23305,VIE,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-16,2020-07-06,No,Yes,3/16/2020,3/19/2020,On,US/Canada,Consumer,Web,Yes,Yes,13.0,2.0,0.0,1.0,0.0,2020-03-16,0
5745,23309,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-21,2099-01-01,No,Yes,3/20/2020,3/23/2020,Off,US/Canada,Consumer,Web,Yes,Yes,158.0,8.0,3.0,6.0,1.0,2020-03-21,0
5748,23346,TGL,Limited,RENEWAL,Web,79.0,USD,2019-06-24,2019-12-27,No,Yes,6/24/2019,6/27/2019,Off,US/Canada,Consumer,Web,No,Yes,96.0,6.0,3.0,5.0,2.0,2019-06-24,1
5751,23350,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-07,2099-01-01,No,Yes,7/27/2018,7/30/2018,Off,US/Canada,Consumer,App,Yes,Yes,5.0,0.0,0.0,0.0,0.0,2020-03-07,0
5754,23369,JPN,Lifetime,INITIAL_PURCHASE,Web,180.29,USD,2020-03-24,2099-01-01,No,Yes,3/24/2020,3/27/2020,Off,Europe,Consumer,Web,No,Yes,3.0,0.0,0.0,0.0,0.0,2020-03-24,0
5757,23391,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-06,2099-01-01,No,Yes,9/12/2019,9/15/2019,Off,US/Canada,Consumer,Web,Yes,Yes,155.0,27.0,5.0,20.0,4.0,2020-03-06,0
5760,23402,ESP,Limited,RENEWAL,Web,79.0,USD,2019-08-06,2020-05-09,No,Yes,8/6/2019,8/9/2019,On,US/Canada,Consumer,Web,Yes,Yes,8.0,7.0,0.0,2.0,0.0,2019-08-06,1
5763,23417,ESC,Limited,RENEWAL,Web,79.0,USD,2019-05-13,2019-11-26,No,Yes,5/13/2019,5/16/2019,Off,US/Canada,Consumer,Web,Yes,Yes,8.0,0.0,0.0,0.0,0.0,2019-05-13,1
5766,23421,ALL,Lifetime,INITIAL_PURCHASE,Web,133.1,USD,2020-03-29,2099-01-01,No,Yes,3/28/2020,3/31/2020,Off,Europe,Consumer,Web,No,Yes,4.0,2.0,2.0,1.0,1.0,2020-03-29,0
5769,23479,ENG,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-06,2019-06-06,No,Yes,1/2/2020,1/5/2020,On,Europe,Consumer,Web,Yes,Yes,134.0,1.0,0.0,1.0,0.0,2018-12-06,1
5772,23490,DEU,Limited,INITIAL_PURCHASE,Web,39.5,USD,2019-11-22,2020-02-29,No,Yes,11/26/2019,11/29/2019,Off,Other,Consumer,Web,No,Yes,6.0,6.0,3.0,2.0,1.0,2019-11-22,1
5775,23517,ENG,Limited,RENEWAL,Web,35.97,USD,2019-08-12,2020-06-28,No,Yes,8/12/2019,8/15/2019,On,US/Canada,Consumer,Web,Yes,Yes,4.0,3.0,0.0,2.0,0.0,2019-08-12,1
5778,23520,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-30,2099-01-01,No,Yes,9/21/2019,9/24/2019,Off,US/Canada,Consumer,Web,Yes,Yes,140.0,1.0,0.0,1.0,0.0,2020-03-30,0
5781,23522,GRK,Limited,INITIAL_PURCHASE,App,33.99,USD,2020-01-27,2020-05-03,No,Yes,1/27/2020,2/3/2020,On,US/Canada,Consumer,App,No,Yes,2.0,0.0,0.0,0.0,0.0,2020-01-27,1
5784,23535,ESP,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-08-26,2019-12-31,No,Yes,8/26/2019,8/29/2019,Off,US/Canada,Consumer,Web,Yes,Yes,29.0,1.0,0.0,1.0,0.0,2019-08-26,1
5787,23553,ESP,Limited,INITIAL_PURCHASE,Web,38.85,USD,2020-03-24,2020-06-30,No,Yes,3/24/2020,3/27/2020,On,US/Canada,Consumer,Web,Yes,Yes,7.0,1.0,0.0,1.0,0.0,2020-03-24,0
5790,23557,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-02,2099-01-01,No,Yes,2/28/2020,3/2/2020,Off,US/Canada,Consumer,Web,Yes,Yes,7.0,1.0,0.0,1.0,0.0,2020-03-02,0
5793,23579,ITA,Limited,INITIAL_PURCHASE,Web,72.01,USD,2019-06-14,2020-02-15,No,Yes,6/14/2019,6/17/2019,Off,US/Canada,Consumer,Web,Yes,Yes,86.0,5.0,1.0,5.0,1.0,2019-06-14,1
5796,23643,ALL,Limited,INITIAL_PURCHASE,Web,99.0,USD,2020-03-28,2021-03-28,No,Yes,3/28/2020,3/31/2020,On,US/Canada,Consumer,Web,No,Yes,1.0,0.0,0.0,0.0,0.0,2020-03-28,0
5799,23719,ITA,Limited,RENEWAL,Web,79.0,USD,2019-08-12,2020-05-22,No,Yes,8/12/2019,8/15/2019,On,US/Canada,Consumer,Web,Yes,Yes,3.0,0.0,0.0,0.0,0.0,2019-08-12,1
5802,23763,ITA,Limited,RENEWAL,Web,79.0,USD,2019-08-11,2020-05-14,No,Yes,8/11/2019,8/14/2019,On,US/Canada,Consumer,Web,Yes,Yes,10.0,10.0,0.0,3.0,0.0,2019-08-11,1
5805,23775,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-01,2020-06-27,No,Yes,2/1/2020,2/4/2020,On,Other,Consumer,Web,No,Yes,7.0,0.0,0.0,0.0,0.0,2020-02-01,1
5808,23842,ALL,Limited,INITIAL_PURCHASE,Web,124.5,USD,2020-03-12,2022-03-12,No,Yes,2/27/2020,3/1/2020,On,US/Canada,Consumer,Web,Yes,Yes,36.0,22.0,9.0,7.0,2.0,2020-03-12,0
5811,23896,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-09-25,2019-12-30,No,Yes,9/25/2019,9/28/2019,Off,US/Canada,Consumer,Web,Yes,Yes,15.0,0.0,0.0,0.0,0.0,2019-09-25,1
5814,23898,ALL,Lifetime,INITIAL_PURCHASE,Web,170.1,USD,2020-03-04,2099-01-01,No,Yes,1/18/2020,1/21/2020,Off,US/Canada,Consumer,Web,Yes,Yes,67.0,17.0,3.0,7.0,1.0,2020-03-04,0
5817,23918,ENG,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-08-19,2019-11-22,No,Yes,8/19/2019,8/22/2019,Off,US/Canada,Consumer,Web,Yes,Yes,73.0,3.0,0.0,3.0,0.0,2019-08-19,1
5820,23969,FAR,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-07-12,2019-10-15,No,Yes,7/12/2019,7/15/2019,Off,US/Canada,Consumer,Web,Yes,Yes,22.0,0.0,0.0,0.0,0.0,2019-07-12,1
5823,23970,ALL,Lifetime,INITIAL_PURCHASE,Web,194.55,USD,2020-03-26,2099-01-01,No,Yes,3/26/2020,3/29/2020,Off,US/Canada,Consumer,Web,Yes,Yes,13.0,13.0,0.0,3.0,0.0,2020-03-26,0
